Year,Country,Topic,Authors,No_Authors,Category_of_Authors,Title,Papers_Published,Institutions,Curated_Institution,Institution,Historically_Adv_Disav,Journal,African_Journal,Impact,Means_Citations,Model,Genetic,Research_Types,Adv_Methods,Medicinal_Plants_Usage,P_Name,P_Use,P_Success,N_affiliations,InternationalCollab,CC1,CC2,CC3,CC4,CC5,CC6,CC7,CC8,CC9,CC10,CC11,CC12,CC13,CC14,CC15,CC16,CC17,CC18,CC19,CC20,CC21,CC22,CC23,CC24,CC25,CC26,CC27,CC28,CC29,CC30,CC31,CC32
2001,44,4,"C. H. Wilder-Smith, L. Hill, K. Spargo and A. Kalla",4,Multiple,"Treatment of severe pain from osteoarthritis with slow-release tramadol or dihydrocodeine in combination with NSAID's: a randomised study comparing analgesia, antinociception and gastrointestinal effects",1,University of Cape Town,University of Pretoria,UoP,,Lipids Health Dis,African Journals,5.559,4,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,44,3,"U. K. Rohlwink, E. Zwane, A. G. Fieggen, A. C. Argent, P. D. le Roux and A. A. Figaji",6,Multiple,The relationship between intracranial pressure and brain oxygenation in children with severe traumatic brain injury,1,University of Cape Town,University of Pretoria,UoP,,Int J Neuropsychopharmacol,African Journals,4.475,3,Human,0,Clinical,Standard,No,,,,3,56,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,44,6,"N. S. Levitt, E. V. Lambert, D. Woods, C. N. Hales, R. Andrew and J. R. Seckl",6,Multiple,"Impaired glucose tolerance and elevated blood pressure in low birth weight, nonobese, young south african adults: early programming of cortisol axis",1,University of Cape Town,University of Pretoria,UoP,,J Clin Endocrinol Metab,African Journals,5.752,47,Human,0,Clinical,Standard,No,,,,2,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,44,1,"F. De Guio, J. F. Mangin, D. Riviere, M. Perrot, C. D. Molteno, S. W. Jacobson, E. M. Meintjes and J. L. Jacobson",8,Multiple,A study of cortical morphology in children with fetal alcohol spectrum disorders,1,University of Cape Town,University of Pretoria,UoP,,Hum Brain Mapp,African Journals,4.927,19,Human,0,Clinical,Advanced,NA,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,44,3,"Marais, S., Lai, R. P. J., Wilkinson, K. A., Meintjes, G., O'Garra, A. and Wilkinson, R. J.",6,Multiple,Inflammasome Activation Underlying Central Nervous System Deterioration in HIV-Associated Tuberculosis,1,University of Cape Town and Imperial College London ,University of Pretoria,UoP,,J Infect Dis,African Journals,5.082,14,Human,0,Clinical,Advanced,NA,,,,2,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,44,3,"M. R. Abrahams, Z. Zhang, S. Chien, T. Skerns and G. J. Kotwal",5,Multiple,"The vaccinia virus N1L ORF may encode a multifunctional protein possibly targeting different kinases, one of which influences ATP levels in vivo",1,University of Cape Town Medical School,University of Pretoria,UoP,,Work,African Journals,4.75,10,Human,0,Clinical,Standard,NA,,,,2,46,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,44,3,"N. S. Pillay, L. A. Kellaway and G. J. Kotwal",3,Multiple,Administration of vaccinia virus complement control protein shows significant cognitive improvement in a mild injury model,1,University of Cape Town South Africa.,University of Pretoria,UoP,,Ann N Y Acad Sci,African Journals,4.75,38,Human,0,Clinical,Standard,NA,,,,8,44,54,101,29,104,101,52,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,44,7,"S. J. Brooks, V. Naidoo, A. Roos, J. P. Fouche, C. Lochner and D. J. Stein",6,Multiple,Early-life adversity and orbitofrontal and cerebellar volumes in adults with obsessive-compulsive disorder: voxel-based morphometry study,1,"University of Cape Town,  Stellenbosch University",University of Pretoria,UoP,,Br J Psychiatry,African Journals,5.867,2,Human,0,Clinical,Standard,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,44,9,"P. L. Semple, M. L. Vance, J. Findling and E. R. Laws, Jr.",5,Multiple,Transsphenoidal surgery for Cushing's disease: outcome in patients with a normal magnetic resonance imaging scan,1,"University of Cape Town,  University of Virginia Health Sciences Center, St. Luke's Medical Center, ",University of Pretoria,UoP,,Br J Neurosurg,African Journals,4.475,1,Human,0,Clinical,Standard,No,,,,3,44,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,44,8,"Brombacher, T. M., Nono, J. K., De Gouveia, K. S., Makena, N., Darby, M., Womersley, J., Tamgue, O. and Brombacher, F.",8,Multiple,IL-13-Mediated Regulation of Learning and Memory,1,"University of Cape Town, , International Centre for Genetic Engineering and Biotechnology (SA), South African Medical Research Council, Institute of Medical Research and Medicinal Plant Studies (Cameron)",University of Pretoria,UoP,,J Immunol,African Journals,4.539,4,Human,0,Clinical,Standard,No,,,,3,0,56,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,44,1,"Fan, J., Taylor, P. A., Jacobson, S. W., Molteno, C. D., Gohel, S., Biswal, B. B., Jacobson, J. L. and Meintjes, E. M.",8,Multiple,Localized reductions in resting-state functional connectivity in children with prenatal alcohol exposure,1,"University of Cape Town, African Institute of Mathematical Sciences, National Institute of Health, Wayne State University, New Jersy Institute of Technology",University of Pretoria,UoP,,Hum Brain Mapp,African Journals,4.927,17,Human,0,Clinical,Advanced,NA,,,,3,44,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,44,3,"N. M. Francisco, N. J. Hsu, R. Keeton, P. Randall, B. Sebesho, N. Allie, D. Govender, V. Quesniaux, B. Ryffel, L. Kellaway and M. Jacobs",11,Multiple,TNF-dependent regulation and activation of innate immune cells are essential for host protection against cerebral tuberculosis,1,"University of Cape Town, National Health Laboratory Service, Johannesburg, South Africa",University of Pretoria,UoP,,Metab Brain Dis,African Journals,4.351,7,Human,0,Clinical,Standard,No,,,,3,44,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,44,3,D. J. Stein,1,Single,Is disorder X in category or spectrum Y? General considerations and application to the relationship between obsessive-compulsive disorder and anxiety disorders,1,"University of Cape Town, South Africa.",University of Pretoria,UoP,,Depress Anxiety,African Journals,5.043,4,Human,0,Clinical,Advanced,NA,,,,3,44,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,44,1,"D. N. Bhatia, J. F. de Beer and D. F. Dutoit",3,Multiple,An anatomic study of inferior glenohumeral recess portals: comparative anatomy at risk,1,"University of Cape Town, South Africa.",University of Pretoria,UoP,,Arthroscopy,African Journals,4.598,3,Human,0,Clinical,Standard,No,,,,4,44,102,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,44,9,"P. L. Semple, J. A. Jane, M. B. Lopes and E. R. Laws",4,Multiple,Pituitary apoplexy: correlation between magnetic resonance imaging and histopathological results,1,"University of Cape Town, South Africa.",University of Pretoria,UoP,,Cochrane Database Syst Rev,African Journals,4.319,6,Human,0,Clinical,Standard,No,,,,3,57,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,44,6,"T. Hew-Butler, T. D. Noakes, S. J. Soldin and J. G. Verbalis",4,Multiple,"Acute changes in endocrine and fluid balance markers during high-intensity, steady-state, and prolonged endurance running: unexpected increases in oxytocin and brain natriuretic peptide during exercise",1,"University of Cape Town, South Africa.",University of Pretoria,UoP,,Eur J Endocrinol,African Journals,4.333,4,Human,0,Clinical,Standard,No,,,,3,57,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,44,9,"M. Jacobsohn, P. Semple, R. Dunn and S. Candy",4,Multiple,Stab injuries to the spinal cord: a retrospective study on clinical findings and magnetic resonance imaging changes,1,"University of Cape Town, South Africa.",University of Pretoria,UoP,,Clin Dysmorphol,African Journals,4.475,1,Human,0,Clinical,Standard,No,,,,3,44,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,44,3,"A. A. Figaji, A. G. Fieggen, A. C. Argent, P. D. Leroux and J. C. Peter",5,Multiple,Does adherence to treatment targets in children with severe traumatic brain injury avoid brain hypoxia? A brain tissue oxygenation study,1,"University of Cape Town, South Africa.",University of Pretoria,UoP,,Neurosurgery,African Journals,4.475,17,Human,0,Clinical,Standard,No,,,,3,44,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,44,3,"P. L. Semple, J. C. De Villiers, R. M. Bowen, M. B. Lopes and E. R. Laws, Jr.",6,Multiple,Pituitary apoplexy: do histological features influence the clinical presentation and outcome?,1,"University of Cape Town, South Africa.",University of Pretoria,UoP,,J Neurosurg,African Journals,4.319,4,Human,0,Clinical,Standard,No,,,,3,44,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,44,3,"Hsu, N. J., Francisco, N. M., Keeton, R., Allie, N., Quesniaux, V. F., Ryffel, B. and Jacobs, M.",7,Multiple,Myeloid and T Cell-Derived TNF Protects against Central Nervous System Tuberculosis,1,"University of Cape Town, South African Medical Research Council,  National Health Laboratory Service, and Experimental and Molecular Immunology and Neurogenetics (France)",University of Pretoria,UoP,,Front Immunol,African Journals,5.5,8,Human,0,Clinical,Advanced,NA,,,,4,56,57,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,44,6,"L. London, J. E. Myers, V. Nell, T. Taylor and M. L. Thompson",5,Multiple,"An investigation into neurologic and neurobehavioral effects of long-term agrichemical use among deciduous fruit farm workers in the Western Cape, South Africa",1,"University of Cape Town, University of South Africa, Human Sciences Research Council ",University of Pretoria,UoP,,Environ Res,African Journals,4.811,15,Human,0,Clinical,Standard,NA,,,,24,0,102,57,103,102,102,102,53,101,106,101,102,55,102,54,102,102,102,104,104,101,104,101,101,,,,,,,,,
2016,44,7,"S. J. Brooks, K. H. Burch, S. A. Maiorana, E. Cocolas, H. B. Schioth, E. K. Nilsson, K. Kamaloodien and D. J. Stein",8,Multiple,Psychological intervention with working memory training increases basal ganglia volume: A VBM study of inpatient treatment for methamphetamine use,1,"University of Cape Town, University of the Western Cape",University of Pretoria,UoP,,CNS Spectr,African Journals,4.814,24,Human,0,Clinical,Standard,NA,,,,24,0,101,57,101,102,102,102,53,101,101,101,102,55,102,54,102,102,102,104,104,101,104,101,101,,,,,,,,,
2017,44,5,"King, M., Rauch, L. H. G., Brooks, S. J., Stein, D. J. and Lutz, K.",5,Multiple,Methylphenidate Enhances Grip Force and Alters Brain Connectivity,1,"University of Cape Town, University of Zurich and Cereneo Center for Neurology and Rehabilitation (Switzerland) ",University of Pretoria,UoP,,Med Sci Sports Exerc,African Journals,4.3,5,Human,0,Clinical,Standard,No,,,,2,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,44,7,J. K. Burns,1,Single,Psychosis: a costly by-product of social brain evolution in Homo sapiens,1,"University of KwaZulu-Natal, South Africa.",University of Pretoria,UoP,,Metab Brain Dis,African Journals,4.185,0,Human,0,Clinical,Standard,No,,,,2,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,44,3,"N. Nathoo, H. Boodhoo, S. S. Nadvi, S. R. Naidoo and E. Gouws",5,Multiple,Transcranial brainstem stab injuries: a retrospective analysis of 17 patients,1,University of Natal and Wentworth Hospital ,University of Pretoria,UoP,,J Matern Fetal Neonatal Med,African Journals,4.475,3,Human,0,Clinical,Standard,No,,,,3,44,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,44,3,"N. Nathoo, S. S. Nadvi and J. R. van Dellen",3,Multiple,Cranial extradural empyema in the era of computed tomography: a review of 82 cases,1,University of Natal Medical School,University of Pretoria,UoP,,Neurosurgery,African Journals,4.475,14,Human,0,Clinical,Standard,No,,,,3,44,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,44,3,"N. Nathoo, S. S. Nadvi, J. R. van Dellen and E. Gouws",4,Multiple,Intracranial subdural empyemas in the era of computed tomography: a review of 699 cases,1,University of Natal Medical School,University of Pretoria,UoP,,Neurosurgery,African Journals,4.475,10,Human,0,Clinical,Standard,No,,,,3,53,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,44,3,"A. van Dellen, S. S. Nadvi, N. Nathoo and P. K. Ramdial",4,Multiple,Intracranial tuberculous subdural empyema: case report,1,University of Natal Medical School and Wentworth Hospital,University of Pretoria,UoP,,Neurosurgery,African Journals,4.475,8,Human,0,Clinical,Standard,No,,,,3,44,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,44,6,"M. de Zambotti, A. R. Willoughby, P. L. Franzen, D. B. Clark, F. C. Baker and I. M. Colrain",6,Multiple,K-Complexes: Interaction between the Central and Autonomic Nervous Systems during Sleep,1,"University of Pittsburgh School of Medicine, Pittsburgh, University of the Witwatersrand, Johannesburg",University of Pretoria,UoP,,Sleep,African Journals,5.135,29,Human,0,Clinical,Advanced,NA,,,,3,44,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,44,1,"A. L. Christianson, R. E. Stevenson, C. H. van der Meyden, J. Pelser, F. W. Theron, P. L. van Rensburg, M. Chandler and C. E. Schwartz",8,Multiple,"X linked severe mental retardation, craniofacial dysmorphology, epilepsy, ophthalmoplegia, and cerebellar atrophy in a large South African kindred is localised to Xq24-q27",1,University of Pretoria,University of Pretoria,UoP,,J Med Genet,African Journals,5.751,5,Human,0,Clinical,Standard,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,44,7,W. C. van Staden,1,Single,Conceptual issues in undifferentiated somatoform disorder and chronic fatigue syndrome,1,"University of Pretoria, South Africa.",University of Pretoria,UoP,,Curr Opin Psychiatry,African Journals,4.25,0,Human,0,Clinical,Standard,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,44,7,"D. J. Stein, B. Van Heerden, C. J. Wessels, J. Van Kradenburg, J. Warwick and H. J. Wasserman",6,Multiple,Single photon emission computed tomography of the brain with Tc-99m HMPAO during sumatriptan challenge in obsessive-compulsive disorder: investigating the functional role of the serotonin auto-receptor,1,University of Stellenbosch,University of Pretoria,UoP,,J Affect Disord,African Journals,4.185,0,Human,0,Clinical,Standard,No,,,,2,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,44,7,"S. Plessis, M. Vink, J. A. Joska, E. Koutsilieri, A. Bagadia, D. J. Stein and R. Emsley",7,Multiple,HIV infection results in ventral-striatal reward system hypo-activation during cue processing,1,"University of Stellenbosch, University of Cape Town",University of Pretoria,UoP,,Aids,African Journals,4.914,30,Human,0,Clinical,Advanced,NA,,,,3,44,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,44,3,"G. Johnson, C. Swart and S. W. Moore",3,Multiple,Non-enzymatic developmental functions of acetylcholinesterase--the question of redundancy,1,University of StellenboschTygerbergSouth Africa,University of Pretoria,UoP,,J Comp Neurol,African Journals,4.53,4,Human,0,Clinical,Standard,No,,,,3,102,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,44,7,"G. P. Jordaan, J. M. Warwick, R. Hewlett and R. Emsley",4,Multiple,"Resting brain perfusion in alcohol-induced psychotic disorder: a comparison in patients with alcohol dependence, schizophrenia and healthy controls",1,University of StellenboschTygerbergSouth Africa,University of Pretoria,UoP,,J Neurosci Methods,African Journals,4.185,7,Human,0,Clinical,Standard,No,,,,2,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,44,3,"A. Sturm, T. S. Radau, T. Hahn and R. Schulz",4,Multiple,Inhibition of rainbow trout acetylcholinesterase by aqueous and suspended particle-associated organophosphorous insecticides,1,University of StellenboschTygerbergSouth Africa,University of Pretoria,UoP,,Chemosphere,African Journals,4.589,8,Human,0,Clinical,Standard,No,,,,4,44,102,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,44,9,"D. N. Bhatia, J. F. de Beer, K. S. van Rooyen and D. F. du Toit",4,Multiple,Arthroscopic suprascapular nerve decompression at the suprascapular notch,1,"University of StellenboschTygerbergSouth Africa, University of Cape Town, South Africa.",University of Pretoria,UoP,,Arthroscopy,African Journals,4.598,10,Human,0,Clinical,Standard,No,,,,4,34,102,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,44,7,"J. M. Warwick, P. Carey, G. P. Jordaan, P. Dupont and D. J. Stein",5,Multiple,Resting brain perfusion in social anxiety disorder: a voxel-wise whole brain comparison with healthy control subjects,1,"University of StellenboschTygerbergSouth Africa, University of Cape Town, South Africa.",University of Pretoria,UoP,,Prog Neuropsychopharmacol Biol Psychiatry,African Journals,4.185,4,Human,0,Clinical,Standard,No,,,,2,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,44,6,"J. D. Uys, L. Marais, J. Faure, D. Prevoo, P. Swart, A. H. Mohammed, D. J. Stein and W. M. Daniels",8,Multiple,"Developmental trauma is associated with behavioral hyperarousal, altered HPA axis activity, and decreased hippocampal neurotrophin expression in the adult rat",1,"University of StellenboschTygerbergSouth Africa, University of Cape Town, South Africa.",University of Pretoria,UoP,,Ann N Y Acad Sci,African Journals,4.75,6,Human,0,Clinical,Standard,NA,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,44,9,A. M. Abraham and A. Walubo,2,Multiple,"The effect of surface charge on the disposition of liposome-encapsulated gentamicin to the rat liver, brain, lungs and kidneys after intraperitoneal administration",1,University of the Free State,University of Pretoria,UoP,,Metab Brain Dis,African Journals,4.452,6,Human,0,Clinical,Standard,No,,,,3,44,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,44,3,"A. Horn, C. Thompson, D. Woods, A. Nel, A. Bekker, N. Rhoda and C. Pieper",7,Multiple,Induced hypothermia for infants with hypoxic- ischemic encephalopathy using a servo-controlled fan: an exploratory pilot study,1,"University of the Free State,  University of Cape Town,  University of Stellenbosch",University of Pretoria,UoP,,Pediatrics,African Journals,5.233,11,Human,0,Clinical,Advanced,NA,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996,44,1,M. R. Davies,1,Single,Anatomy of the extrinsic motor nerve supply to mobilized segments of the oesophagus disrupted by dissection during repair of oesophageal atresia with distal fistula,1,University of the Witwatersrand ,University of Pretoria,UoP,,Br J Surg,African Journals,5.899,17,Human,0,Clinical,Standard,No,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,44,6,"C. C. Maldonado, A. J. Bentley and D. Mitchell",3,Multiple,A pictorial sleepiness scale based on cartoon faces,1,"University of the Witwatersrand,",University of Pretoria,UoP,,Sleep,African Journals,5.135,8,Human,0,Clinical,Advanced,NA,,,,4,44,102,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,44,4,"Iacovides, S., George, K., Kamerman, P. and Baker, F. C.",4,Multiple,Sleep Fragmentation Hypersensitizes Healthy Young Women to Deep and Superficial Experimental Pain,1,"University of the Witwatersrand, Curtin University, SRI International (California, USA)",University of Pretoria,UoP,,Brain Behav Evol,African Journals,4.859,71,Human,0,Clinical,Advanced,NA,,,,2,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,44,9,P. R. Manger,1,Single,Collectibles and collections for comparative and evolutionary neurobiological research in Africa,1,"University of the Witwatersrand, South Africa",University of Pretoria,UoP,,Ann N Y Acad Sci,African Journals,4.75,8,Human,0,Clinical,Standard,NA,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,44,4,"A. Ngwenya, N. Patzke, A. O. Ihunwo and P. R. Manger",4,Multiple,Organisation and chemical neuroanatomy of the African elephant (Loxodonta africana) olfactory bulb,1,"University of the Witwatersrand, South Africa",University of Pretoria,UoP,,Neuroscience,African Journals,4.231,21,Human,0,Clinical,Standard,No,,,,2,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
